strain,sample,time,dose,GENE_SYMBOL,gene_expression
LE,LE56,19,0.001,Ahrr,9.871319609
LE,LE56,19,0.001,Aldh3a1,12.06494619
LE,LE56,19,0.001,Bbs2,64.7119841
LE,LE56,19,0.001,Ccbl1,406.9177305
LE,LE56,19,0.001,Cxcr7,44.96934489
LE,LE56,19,0.001,Col18a1,2374.600773
LE,LE56,19,0.001,Cyb5a,20889.90592
LE,LE56,19,0.001,Cyp1a1,92.13231635
LE,LE56,19,0.001,Cyp1a2,52560.38966
LE,LE56,19,0.001,Cyp1b1,6.580879739
LE,LE57,19,0.001,Ahrr,5.14998841
LE,LE57,19,0.001,Aldh3a1,9.012479717
LE,LE57,19,0.001,Bbs2,78.53732325
LE,LE57,19,0.001,Ccbl1,361.7866858
LE,LE57,19,0.001,Cxcr7,59.22486671
LE,LE57,19,0.001,Col18a1,2290.457345
LE,LE57,19,0.001,Cyb5a,24062.03335
LE,LE57,19,0.001,Cyp1a1,92.69979138
LE,LE57,19,0.001,Cyp1a2,54588.58965
LE,LE57,19,0.001,Cyp1b1,14.16246813
LE,LE58,19,0.001,Ahrr,3.202965515
LE,LE58,19,0.001,Aldh3a1,26.69137929
LE,LE58,19,0.001,Bbs2,59.78868962
LE,LE58,19,0.001,Ccbl1,414.2502066
LE,LE58,19,0.001,Cxcr7,56.5857241
LE,LE58,19,0.001,Col18a1,2265.564274
LE,LE58,19,0.001,Cyb5a,24309.44061
LE,LE58,19,0.001,Cyp1a1,65.12696548
LE,LE58,19,0.001,Cyp1a2,46746.21404
LE,LE58,19,0.001,Cyp1b1,19.21779309
LE,LE59,19,0.001,Ahrr,8.764352777
LE,LE59,19,0.001,Aldh3a1,23.37160741
LE,LE59,19,0.001,Bbs2,40.90031296
LE,LE59,19,0.001,Ccbl1,404.1340447
LE,LE59,19,0.001,Cxcr7,51.61229969
LE,LE59,19,0.001,Col18a1,1746.053837
LE,LE59,19,0.001,Cyb5a,23398.87428
LE,LE59,19,0.001,Cyp1a1,119.779488
LE,LE59,19,0.001,Cyp1a2,46825.01544
LE,LE59,19,0.001,Cyp1b1,6.816718827
LE,LE60,19,0.01,Ahrr,11.00547375
LE,LE60,19,0.01,Aldh3a1,11.00547375
LE,LE60,19,0.01,Bbs2,51.02537828
LE,LE60,19,0.01,Ccbl1,282.1403269
LE,LE60,19,0.01,Cxcr7,40.01990453
LE,LE60,19,0.01,Col18a1,1438.715568
LE,LE60,19,0.01,Cyb5a,22821.35056
LE,LE60,19,0.01,Cyp1a1,247.1229105
LE,LE60,19,0.01,Cyp1a2,46884.31865
LE,LE60,19,0.01,Cyp1b1,5.002488066
LE,LE61,19,0.01,Ahrr,9.805735042
LE,LE61,19,0.01,Aldh3a1,16.66974957
LE,LE61,19,0.01,Bbs2,62.75670427
LE,LE61,19,0.01,Ccbl1,293.1914778
LE,LE61,19,0.01,Cxcr7,48.04810171
LE,LE61,19,0.01,Col18a1,1569.89818
LE,LE61,19,0.01,Cyb5a,28065.97484
LE,LE61,19,0.01,Cyp1a1,670.7122769
LE,LE61,19,0.01,Cyp1a2,54826.80634
LE,LE61,19,0.01,Cyp1b1,10.78630855
LE,LE62,19,0.01,Ahrr,6.839743421
LE,LE62,19,0.01,Aldh3a1,12.70238064
LE,LE62,19,0.01,Bbs2,58.62637218
LE,LE62,19,0.01,Ccbl1,279.452374
LE,LE62,19,0.01,Cxcr7,42.99267293
LE,LE62,19,0.01,Col18a1,1641.538421
LE,LE62,19,0.01,Cyb5a,22424.58736
LE,LE62,19,0.01,Cyp1a1,666.3864304
LE,LE62,19,0.01,Cyp1a2,59479.38589
LE,LE62,19,0.01,Cyp1b1,7.816849624
LE,LE63,19,0.01,Ahrr,3.876103493
LE,LE63,19,0.01,Aldh3a1,20.34954334
LE,LE63,19,0.01,Bbs2,73.64596636
LE,LE63,19,0.01,Ccbl1,315.9024347
LE,LE63,19,0.01,Cxcr7,75.58401811
LE,LE63,19,0.01,Col18a1,1789.790788
LE,LE63,19,0.01,Cyb5a,32543.76493
LE,LE63,19,0.01,Cyp1a1,706.4198616
LE,LE63,19,0.01,Cyp1a2,68084.72688
LE,LE63,19,0.01,Cyp1b1,4.845129366
LE,LE64,19,0.1,Ahrr,4.312449533
LE,LE64,19,0.1,Aldh3a1,10.34987888
LE,LE64,19,0.1,Bbs2,36.22457607
LE,LE64,19,0.1,Ccbl1,202.685128
LE,LE64,19,0.1,Cxcr7,25.8746972
LE,LE64,19,0.1,Col18a1,953.9138366
LE,LE64,19,0.1,Cyb5a,20082.21498
LE,LE64,19,0.1,Cyp1a1,13484.1672
LE,LE64,19,0.1,Cyp1a2,87036.44394
LE,LE64,19,0.1,Cyp1b1,6.899919252
LE,LE65,19,0.1,Ahrr,9.822334893
LE,LE65,19,0.1,Aldh3a1,19.64466979
LE,LE65,19,0.1,Bbs2,41.07521864
LE,LE65,19,0.1,Ccbl1,258.0595258
LE,LE65,19,0.1,Cxcr7,30.35994421
LE,LE65,19,0.1,Col18a1,1380.484522
LE,LE65,19,0.1,Cyb5a,28688.3614
LE,LE65,19,0.1,Cyp1a1,18526.70949
LE,LE65,19,0.1,Cyp1a2,130885.2913
LE,LE65,19,0.1,Cyp1b1,13.39409304
LE,LE66,19,0.1,Ahrr,13.51093881
LE,LE66,19,0.1,Aldh3a1,18.57754086
LE,LE66,19,0.1,Bbs2,69.24356138
LE,LE66,19,0.1,Ccbl1,211.1084189
LE,LE66,19,0.1,Cxcr7,27.02187761
LE,LE66,19,0.1,Col18a1,2377.92523
LE,LE66,19,0.1,Cyb5a,29775.57583
LE,LE66,19,0.1,Cyp1a1,11198.03497
LE,LE66,19,0.1,Cyp1a2,105203.7695
LE,LE66,19,0.1,Cyp1b1,5.911035728
LE,LE67,19,0.1,Ahrr,12.53682789
LE,LE67,19,0.1,Aldh3a1,20.59621725
LE,LE67,19,0.1,Bbs2,43.87889762
LE,LE67,19,0.1,Ccbl1,223.8719266
LE,LE67,19,0.1,Cxcr7,33.13304514
LE,LE67,19,0.1,Col18a1,1277.860957
LE,LE67,19,0.1,Cyb5a,26706.12987
LE,LE67,19,0.1,Cyp1a1,12603.98947
LE,LE67,19,0.1,Cyp1a2,108594.0032
LE,LE67,19,0.1,Cyp1b1,11.64134019
LE,LE68,19,1,Ahrr,34.70097285
LE,LE68,19,1,Aldh3a1,841.4985915
LE,LE68,19,1,Bbs2,123.9320459
LE,LE68,19,1,Ccbl1,490.7709017
LE,LE68,19,1,Cxcr7,90.47039349
LE,LE68,19,1,Col18a1,2068.425846
LE,LE68,19,1,Cyb5a,56894.72362
LE,LE68,19,1,Cyp1a1,104790.7414
LE,LE68,19,1,Cyp1a2,536371.6979
LE,LE68,19,1,Cyp1b1,112.7781617
LE,LE69,19,1,Ahrr,23.88930108
LE,LE69,19,1,Aldh3a1,414.7182667
LE,LE69,19,1,Bbs2,112.7575011
LE,LE69,19,1,Ccbl1,575.2543699
LE,LE69,19,1,Cxcr7,50.64531828
LE,LE69,19,1,Col18a1,1642.628342
LE,LE69,19,1,Cyb5a,52423.63785
LE,LE69,19,1,Cyp1a1,85455.85223
LE,LE69,19,1,Cyp1a2,468000.0082
LE,LE69,19,1,Cyp1b1,143.3358065
LE,LE70,19,1,Ahrr,9.679269216
LE,LE70,19,1,Aldh3a1,198.0527393
LE,LE70,19,1,Bbs2,36.48339935
LE,LE70,19,1,Ccbl1,194.3299435
LE,LE70,19,1,Cxcr7,21.59221594
LE,LE70,19,1,Col18a1,644.0436825
LE,LE70,19,1,Cyb5a,15189.75164
LE,LE70,19,1,Cyp1a1,31022.8024
LE,LE70,19,1,Cyp1a2,187107.7195
LE,LE70,19,1,Cyp1b1,103.4937247
LE,LE71,19,1,Ahrr,18.74540162
LE,LE71,19,1,Aldh3a1,562.3620486
LE,LE71,19,1,Bbs2,92.6855969
LE,LE71,19,1,Ccbl1,463.4279845
LE,LE71,19,1,Cxcr7,88.51995209
LE,LE71,19,1,Col18a1,1519.418942
LE,LE71,19,1,Cyb5a,43849.66003
LE,LE71,19,1,Cyp1a1,81892.41121
LE,LE71,19,1,Cyp1a2,438050.8763
LE,LE71,19,1,Cyp1b1,60.40184966
LE,LE72,19,10,Ahrr,42.35385688
LE,LE72,19,10,Aldh3a1,13269.01753
LE,LE72,19,10,Bbs2,138.2073225
LE,LE72,19,10,Ccbl1,1096.741978
LE,LE72,19,10,Cxcr7,90.28058967
LE,LE72,19,10,Col18a1,2228.035787
LE,LE72,19,10,Cyb5a,43564.28553
LE,LE72,19,10,Cyp1a1,143138.2031
LE,LE72,19,10,Cyp1a2,689142.9491
LE,LE72,19,10,Cyp1b1,1309.625838
LE,LE73,19,10,Ahrr,28.77736933
LE,LE73,19,10,Aldh3a1,10740.86533
LE,LE73,19,10,Bbs2,127.7715198
LE,LE73,19,10,Ccbl1,827.637142
LE,LE73,19,10,Cxcr7,116.2605721
LE,LE73,19,10,Col18a1,1733.548729
LE,LE73,19,10,Cyb5a,37135.46848
LE,LE73,19,10,Cyp1a1,131659.918
LE,LE73,19,10,Cyp1a2,604942.8939
LE,LE73,19,10,Cyp1b1,694.1101483
LE,LE74,19,10,Ahrr,47.01689475
LE,LE74,19,10,Aldh3a1,19003.96765
LE,LE74,19,10,Bbs2,112.3181375
LE,LE74,19,10,Ccbl1,856.7523044
LE,LE74,19,10,Cxcr7,107.094038
LE,LE74,19,10,Col18a1,1507.152682
LE,LE74,19,10,Cyb5a,40489.38253
LE,LE74,19,10,Cyp1a1,118112.9697
LE,LE74,19,10,Cyp1a2,560565.4578
LE,LE74,19,10,Cyp1b1,1402.670693
LE,LE75,19,10,Ahrr,23.73007989
LE,LE75,19,10,Aldh3a1,7153.195283
LE,LE75,19,10,Bbs2,91.12350679
LE,LE75,19,10,Ccbl1,528.70618
LE,LE75,19,10,Cxcr7,51.25697257
LE,LE75,19,10,Col18a1,1097.278894
LE,LE75,19,10,Cyb5a,29552.4923
LE,LE75,19,10,Cyp1a1,74371.96879
LE,LE75,19,10,Cyp1a2,371544.7085
LE,LE75,19,10,Cyp1b1,804.92431
LE,LE76,19,50,Ahrr,56.26392856
LE,LE76,19,50,Aldh3a1,22971.43675
LE,LE76,19,50,Bbs2,145.1609357
LE,LE76,19,50,Ccbl1,1298.571471
LE,LE76,19,50,Cxcr7,178.9192928
LE,LE76,19,50,Col18a1,2111.0226
LE,LE76,19,50,Cyb5a,37170.20177
LE,LE76,19,50,Cyp1a1,149219.8155
LE,LE76,19,50,Cyp1a2,709700.8168
LE,LE76,19,50,Cyp1b1,2360.834443
LE,LE77,19,50,Ahrr,29.40738082
LE,LE77,19,50,Aldh3a1,26427.05588
LE,LE77,19,50,Bbs2,122.1537357
LE,LE77,19,50,Ccbl1,1200.047348
LE,LE77,19,50,Cxcr7,113.1053109
LE,LE77,19,50,Col18a1,1794.981283
LE,LE77,19,50,Cyb5a,39615.13513
LE,LE77,19,50,Cyp1a1,143384.7336
LE,LE77,19,50,Cyp1a2,701122.8562
LE,LE77,19,50,Cyp1b1,1752.001265
LE,LE78,19,50,Ahrr,34.09936836
LE,LE78,19,50,Aldh3a1,24098.63566
LE,LE78,19,50,Bbs2,66.45005116
LE,LE78,19,50,Ccbl1,749.3117611
LE,LE78,19,50,Cxcr7,110.1671901
LE,LE78,19,50,Col18a1,893.5783196
LE,LE78,19,50,Cyb5a,29505.5714
LE,LE78,19,50,Cyp1a1,88410.91873
LE,LE78,19,50,Cyp1a2,421559.1246
LE,LE78,19,50,Cyp1b1,2024.103532
LE,LE79,19,50,Ahrr,44.32694443
LE,LE79,19,50,Aldh3a1,18456.39058
LE,LE79,19,50,Bbs2,105.0355857
LE,LE79,19,50,Ccbl1,934.7203499
LE,LE79,19,50,Cxcr7,116.5991364
LE,LE79,19,50,Col18a1,1254.645253
LE,LE79,19,50,Cyb5a,32302.77894
LE,LE79,19,50,Cyp1a1,102111.9346
LE,LE79,19,50,Cyp1a2,512298.0603
LE,LE79,19,50,Cyp1b1,1954.240072
LE,LE80,19,100,Ahrr,54.08736863
LE,LE80,19,100,Aldh3a1,26589.55452
LE,LE80,19,100,Bbs2,130.6260978
LE,LE80,19,100,Ccbl1,1182.778495
LE,LE80,19,100,Cxcr7,213.2879253
LE,LE80,19,100,Col18a1,1763.452321
LE,LE80,19,100,Cyb5a,32463.64686
LE,LE80,19,100,Cyp1a1,143421.3323
LE,LE80,19,100,Cyp1a2,627555.3279
LE,LE80,19,100,Cyp1b1,3055.426069
LE,LE81,19,100,Ahrr,39.79410711
LE,LE81,19,100,Aldh3a1,33812.20008
LE,LE81,19,100,Bbs2,117.9611032
LE,LE81,19,100,Ccbl1,1461.012218
LE,LE81,19,100,Cxcr7,228.8161159
LE,LE81,19,100,Col18a1,1858.953289
LE,LE81,19,100,Cyb5a,39907.80456
LE,LE81,19,100,Cyp1a1,161105.0214
LE,LE81,19,100,Cyp1a2,826397.1163
LE,LE81,19,100,Cyp1b1,5807.097202
LE,LE82,19,100,Ahrr,69.15260532
LE,LE82,19,100,Aldh3a1,18213.30105
LE,LE82,19,100,Bbs2,124.2877906
LE,LE82,19,100,Ccbl1,963.4640012
LE,LE82,19,100,Cxcr7,135.5017266
LE,LE82,19,100,Col18a1,880.2939759
LE,LE82,19,100,Cyb5a,23313.77294
LE,LE82,19,100,Cyp1a1,98435.93019
LE,LE82,19,100,Cyp1a2,583236.8113
LE,LE82,19,100,Cyp1b1,5736.862758
LE,LE83,19,100,Ahrr,66.62982845
LE,LE83,19,100,Aldh3a1,28977.3124
LE,LE83,19,100,Bbs2,125.4861769
LE,LE83,19,100,Ccbl1,1317.049609
LE,LE83,19,100,Cxcr7,153.2486054
LE,LE83,19,100,Col18a1,1335.928061
LE,LE83,19,100,Cyb5a,33141.67667
LE,LE83,19,100,Cyp1a1,130580.0273
LE,LE83,19,100,Cyp1a2,760264.1106
LE,LE83,19,100,Cyp1b1,9641.336177
LE,LE84,19,1000,Ahrr,25.60748041
LE,LE84,19,1000,Aldh3a1,21686.33497
LE,LE84,19,1000,Bbs2,110.9657484
LE,LE84,19,1000,Ccbl1,1030.701086
LE,LE84,19,1000,Cxcr7,141.9081206
LE,LE84,19,1000,Col18a1,1321.986176
LE,LE84,19,1000,Cyb5a,29840.18352
LE,LE84,19,1000,Cyp1a1,109267.1189
LE,LE84,19,1000,Cyp1a2,485033.4203
LE,LE84,19,1000,Cyp1b1,2730.397598
LE,LE85,19,1000,Ahrr,38.03374095
LE,LE85,19,1000,Aldh3a1,17479.07382
LE,LE85,19,1000,Bbs2,124.3806123
LE,LE85,19,1000,Ccbl1,1167.738641
LE,LE85,19,1000,Cxcr7,100.7380166
LE,LE85,19,1000,Col18a1,1253.057574
LE,LE85,19,1000,Cyb5a,33576.59769
LE,LE85,19,1000,Cyp1a1,115535.1977
LE,LE85,19,1000,Cyp1a2,532161.9358
LE,LE85,19,1000,Cyp1b1,2463.96965
LE,LE86,19,1000,Ahrr,31.22251556
LE,LE86,19,1000,Aldh3a1,13034.65685
LE,LE86,19,1000,Bbs2,90.69397377
LE,LE86,19,1000,Ccbl1,716.6310714
LE,LE86,19,1000,Cxcr7,84.74682795
LE,LE86,19,1000,Col18a1,773.1289567
LE,LE86,19,1000,Cyb5a,20929.49293
LE,LE86,19,1000,Cyp1a1,77581.26063
LE,LE86,19,1000,Cyp1a2,346874.7139
LE,LE86,19,1000,Cyp1b1,1467.458231
LE,LE87,19,1000,Ahrr,60.9020011
LE,LE87,19,1000,Aldh3a1,13092.7122
LE,LE87,19,1000,Bbs2,170.5256031
LE,LE87,19,1000,Ccbl1,711.3353728
LE,LE87,19,1000,Cxcr7,69.42828125
LE,LE87,19,1000,Col18a1,649.2153317
LE,LE87,19,1000,Cyb5a,28504.57259
LE,LE87,19,1000,Cyp1a1,95260.47404
LE,LE87,19,1000,Cyp1a2,545797.6436
LE,LE87,19,1000,Cyp1b1,2109.645318
LE,LE4D39,96,0,NA,NA
LE,LE4D41,96,0,NA,NA
LE,LE4D42,96,0,NA,NA
LE,LE4D44,96,0,NA,NA
LE,LE4D51,96,0,Ahrr,17.80554754
LE,LE4D51,96,0,Aldh3a1,194.6739865
LE,LE4D51,96,0,Bbs2,109.2073583
LE,LE4D51,96,0,Ccbl1,485.4979296
LE,LE4D51,96,0,Cxcr7,175.6814024
LE,LE4D51,96,0,Col18a1,5072.206976
LE,LE4D51,96,0,Cyb5a,43489.45635
LE,LE4D51,96,0,Cyp1a1,1003.045845
LE,LE4D51,96,0,Cyp1a2,99335.9627
LE,LE4D51,96,0,Cyp1b1,179.2425119
LE,LE4D53,96,0,Ahrr,12.33521465
LE,LE4D53,96,0,Aldh3a1,167.9486918
LE,LE4D53,96,0,Bbs2,74.01128793
LE,LE4D53,96,0,Ccbl1,374.800753
LE,LE4D53,96,0,Cxcr7,74.01128793
LE,LE4D53,96,0,Col18a1,2300.991964
LE,LE4D53,96,0,Cyb5a,32457.74521
LE,LE4D53,96,0,Cyp1a1,31719.53005
LE,LE4D53,96,0,Cyp1a2,263906.2244
LE,LE4D53,96,0,Cyp1b1,477.2779209
LE,LE4D54,96,0,NA,NA
LE,LE4D56,96,0,Ahrr,8.391489726
LE,LE4D56,96,0,Aldh3a1,375.0350409
LE,LE4D56,96,0,Bbs2,49.70343915
LE,LE4D56,96,0,Ccbl1,267.882172
LE,LE4D56,96,0,Cxcr7,60.67692571
LE,LE4D56,96,0,Col18a1,2326.379152
LE,LE4D56,96,0,Cyb5a,15173.74992
LE,LE4D56,96,0,Cyp1a1,742.9695904
LE,LE4D56,96,0,Cyp1a2,37136.86053
LE,LE4D56,96,0,Cyp1b1,98.11587988
LE,LE4D57,96,0,Ahrr,8.86318484
LE,LE4D57,96,0,Aldh3a1,48.25511746
LE,LE4D57,96,0,Bbs2,83.70785683
LE,LE4D57,96,0,Ccbl1,371.268965
LE,LE4D57,96,0,Cxcr7,74.84467199
LE,LE4D57,96,0,Col18a1,3097.190703
LE,LE4D57,96,0,Cyb5a,22074.25424
LE,LE4D57,96,0,Cyp1a1,157.5677305
LE,LE4D57,96,0,Cyp1a2,46664.66818
LE,LE4D57,96,0,Cyp1b1,17.72636968
LE,LE4D50,96,100,Ahrr,105.9765259
LE,LE4D50,96,100,Aldh3a1,20714.58692
LE,LE4D50,96,100,Bbs2,145.3080201
LE,LE4D50,96,100,Ccbl1,1702.179664
LE,LE4D50,96,100,Cxcr7,1556.871644
LE,LE4D50,96,100,Col18a1,1635.534632
LE,LE4D50,96,100,Cyb5a,17061.12813
LE,LE4D50,96,100,Cyp1a1,150263.7883
LE,LE4D50,96,100,Cyp1a2,688829.9379
LE,LE4D50,96,100,Cyp1b1,25250.81925
LE,LE4D52,96,100,Ahrr,259.0782216
LE,LE4D52,96,100,Aldh3a1,37954.43923
LE,LE4D52,96,100,Bbs2,129.0188734
LE,LE4D52,96,100,Ccbl1,1616.897817
LE,LE4D52,96,100,Cxcr7,1017.58434
LE,LE4D52,96,100,Col18a1,1327.645826
LE,LE4D52,96,100,Cyb5a,18138.59694
LE,LE4D52,96,100,Cyp1a1,110171.7131
LE,LE4D52,96,100,Cyp1a2,726251.4003
LE,LE4D52,96,100,Cyp1b1,19906.3636
LE,LE4D55,96,100,Ahrr,187.0731611
LE,LE4D55,96,100,Aldh3a1,56339.19459
LE,LE4D55,96,100,Bbs2,144.8308344
LE,LE4D55,96,100,Ccbl1,1628.139964
LE,LE4D55,96,100,Cxcr7,1725.900777
LE,LE4D55,96,100,Col18a1,1320.37444
LE,LE4D55,96,100,Cyb5a,18916.1139
LE,LE4D55,96,100,Cyp1a1,122822.5822
LE,LE4D55,96,100,Cyp1a2,838412.4243
LE,LE4D55,96,100,Cyp1b1,23509.6652
LE,LE4D58,96,100,Ahrr,237.5814537
LE,LE4D58,96,100,Aldh3a1,49857.81517
LE,LE4D58,96,100,Bbs2,165.3273002
LE,LE4D58,96,100,Ccbl1,2116.189443
LE,LE4D58,96,100,Cxcr7,1652.048356
LE,LE4D58,96,100,Col18a1,1233.219195
LE,LE4D58,96,100,Cyb5a,19653.12973
LE,LE4D58,96,100,Cyp1a1,132021.8094
LE,LE4D58,96,100,Cyp1a2,882852.6819
LE,LE4D58,96,100,Cyp1b1,26856.50144
LE,LE10D21,240,0,NA,NA
LE,LE10D22,240,0,NA,NA
LE,LE10D23,240,0,NA,NA
LE,LE10D24,240,0,NA,NA
LE,LE10D25,240,0,NA,NA
LE,LE10D26,240,0,NA,NA
LE,LE10D27,240,0,Ahrr,5.629557836
LE,LE10D27,240,0,Aldh3a1,18.29606297
LE,LE10D27,240,0,Bbs2,57.70296782
LE,LE10D27,240,0,Ccbl1,216.7379767
LE,LE10D27,240,0,Cxcr7,63.33252566
LE,LE10D27,240,0,Col18a1,2736.668803
LE,LE10D27,240,0,Cyb5a,21970.75684
LE,LE10D27,240,0,Cyp1a1,161.1460931
LE,LE10D27,240,0,Cyp1a2,57510.85916
LE,LE10D27,240,0,Cyp1b1,9.851726213
LE,LE10D28,240,0,Ahrr,1.582546229
LE,LE10D28,240,0,Aldh3a1,7.121458031
LE,LE10D28,240,0,Bbs2,37.18983638
LE,LE10D28,240,0,Ccbl1,178.8277239
LE,LE10D28,240,0,Cxcr7,25.32073966
LE,LE10D28,240,0,Col18a1,1941.784223
LE,LE10D28,240,0,Cyb5a,15345.95078
LE,LE10D28,240,0,Cyp1a1,438.3653054
LE,LE10D28,240,0,Cyp1a2,37227.02622
LE,LE10D28,240,0,Cyp1b1,5.538911802
LE,LE10D32,240,0,Ahrr,7.00617563
LE,LE10D32,240,0,Aldh3a1,39.7016619
LE,LE10D32,240,0,Bbs2,51.37862128
LE,LE10D32,240,0,Ccbl1,319.9486871
LE,LE10D32,240,0,Cxcr7,49.82169337
LE,LE10D32,240,0,Col18a1,3539.675621
LE,LE10D32,240,0,Cyb5a,28518.24867
LE,LE10D32,240,0,Cyp1a1,775.350103
LE,LE10D32,240,0,Cyp1a2,62796.35217
LE,LE10D32,240,0,Cyp1b1,17.90467105
LE,LE10D35,240,0,Ahrr,11.49186064
LE,LE10D35,240,0,Aldh3a1,19.70033252
LE,LE10D35,240,0,Bbs2,57.45930318
LE,LE10D35,240,0,Ccbl1,201.9284083
LE,LE10D35,240,0,Cxcr7,52.53422005
LE,LE10D35,240,0,Col18a1,2982.958682
LE,LE10D35,240,0,Cyb5a,21932.21603
LE,LE10D35,240,0,Cyp1a1,128.8730086
LE,LE10D35,240,0,Cyp1a2,51432.64313
LE,LE10D35,240,0,Cyp1b1,5.745930318
LE,LE10D37,240,0,Ahrr,5.564835688
LE,LE10D37,240,0,Aldh3a1,13.91208922
LE,LE10D37,240,0,Bbs2,53.79341165
LE,LE10D37,240,0,Ccbl1,289.3714558
LE,LE10D37,240,0,Cxcr7,66.77802825
LE,LE10D37,240,0,Col18a1,3354.668447
LE,LE10D37,240,0,Cyb5a,25146.565
LE,LE10D37,240,0,Cyp1a1,253.2000238
LE,LE10D37,240,0,Cyp1a2,57113.76361
LE,LE10D37,240,0,Cyp1b1,6.492308302
LE,LE10D29,240,100,Ahrr,164.3247341
LE,LE10D29,240,100,Aldh3a1,43507.13553
LE,LE10D29,240,100,Bbs2,127.1354522
LE,LE10D29,240,100,Ccbl1,1036.975559
LE,LE10D29,240,100,Cxcr7,3898.820534
LE,LE10D29,240,100,Col18a1,1196.975958
LE,LE10D29,240,100,Cyb5a,21777.35161
LE,LE10D29,240,100,Cyp1a1,99395.70733
LE,LE10D29,240,100,Cyp1a2,262055.5724
LE,LE10D29,240,100,Cyp1b1,31299.53751
LE,LE10D30,240,100,Ahrr,162.8159466
LE,LE10D30,240,100,Aldh3a1,49780.97569
LE,LE10D30,240,100,Bbs2,113.9711627
LE,LE10D30,240,100,Ccbl1,1085.778844
LE,LE10D30,240,100,Cxcr7,4833.598416
LE,LE10D30,240,100,Col18a1,1137.676427
LE,LE10D30,240,100,Cyb5a,23302.01476
LE,LE10D30,240,100,Cyp1a1,104798.5193
LE,LE10D30,240,100,Cyp1a2,381189.7823
LE,LE10D30,240,100,Cyp1b1,35825.61386
LE,LE10D33,240,100,Ahrr,250.1623504
LE,LE10D33,240,100,Aldh3a1,50089.52464
LE,LE10D33,240,100,Bbs2,159.0944772
LE,LE10D33,240,100,Ccbl1,1281.533444
LE,LE10D33,240,100,Cxcr7,5066.884798
LE,LE10D33,240,100,Col18a1,1235.450906
LE,LE10D33,240,100,Cyb5a,28107.05671
LE,LE10D33,240,100,Cyp1a1,126798.2983
LE,LE10D33,240,100,Cyp1a2,432638.2297
LE,LE10D33,240,100,Cyp1b1,36702.54729
LE,LE10D34,240,100,Ahrr,211.5620307
LE,LE10D34,240,100,Aldh3a1,49191.71504
LE,LE10D34,240,100,Bbs2,147.7897439
LE,LE10D34,240,100,Ccbl1,1237.99217
LE,LE10D34,240,100,Cxcr7,4468.109108
LE,LE10D34,240,100,Col18a1,1043.638534
LE,LE10D34,240,100,Cyb5a,24946.09897
LE,LE10D34,240,100,Cyp1a1,117273.1863
LE,LE10D34,240,100,Cyp1a2,496431.8234
LE,LE10D34,240,100,Cyp1b1,36307.6886
LE,LE10D38,240,100,Ahrr,272.6826012
LE,LE10D38,240,100,Aldh3a1,70602.46193
LE,LE10D38,240,100,Bbs2,124.5877402
LE,LE10D38,240,100,Ccbl1,1211.792077
LE,LE10D38,240,100,Cxcr7,4213.651401
LE,LE10D38,240,100,Col18a1,932.0573393
LE,LE10D38,240,100,Cyb5a,27730.17504
LE,LE10D38,240,100,Cyp1a1,117899.9643
LE,LE10D38,240,100,Cyp1a2,423528.9706
LE,LE10D38,240,100,Cyp1b1,29554.32761
